# center
  162.00  162.00  3.0  -2000
  161.50  160.50  1.0   -200
  163.00  161.00  1.5   -300
  168.00  163.50  1.5   -300
  168.10  159.10  2.0   -100
  164.40  158.80  1.5   -1500
  158.00  159.00  2.0   -300
  159.50  159.00  2.0   -300
  159.00  163.80  1.5   1800
  160.00  165.70  1.5   1400
  157.50  162.50  2.0   2000
  163.50  167.50  1.5   1200
  157.75  166.10  1.5    400
  160.90  168.75  1.5    400
  166.00  161.00  1.5    400
  166.00  160.00  1.6    700
  164.50  165.00  1.5   1100
  162.00  157.00  1.5    500
  162.00  164.25  1.0    400
  161.00  163.00  1.0    400

# upper left
  150.60  169.20  3.5    -50
  154.90  173.90  3.5   -100
  160.00  182.00  3.5    -40
  168.00  180.00  3.5    -20
  163.00  174.75  2.5    100
  163.00  172.00  2.0    100
  173.00  174.90  2.5     80
  175.75  171.25  2.0   -100

# inner lower right
  168.10  150.50  2.0   -150
  175.00  154.00  2.5   -150
  176.00  164.00  2.0   -100
  168.00  144.00  2.0   -150
  165.50  154.50  1.5   -300
  177.00  158.00  2.0    150

# left-upper left
  154.20  153.25  3.5    -70
  144.80  155.50  3.5   -120
  146.50  150.40  2.5    -80
  143.60  165.00  3.5   -150
  141.30  175.20  3.5    -50
  145.60  179.50  3.5   -110
  152.90  183.50  3.5    -80
  138.00  168.00  3.5    -80
  137.00  155.00  2.5    -50
  138.50  187.00  4.5    -40
  151.00  175.00  3.5    -80
  155.40  190.75  3.3    -50
  166.60  188.50  2.8    -50
  149.00  182.00  3.5     30
  147.60  159.80  2.0    100
  143.50  161.50  2.5     50
  134.00  167.40  3.0    -50
  182.13  165.75  2.0    -50

